RegionID,RegionName,State,date,home_value,treated,rent,post,did,pop_total,median_income,housing_total,housing_owned,median_rent_census,labor_force,mortgage_rate,ownership_rate,home_value_idx,rent_idx
157,Erie County,NY,2019-11-01,179591.06794244586,0,985.2431250716032,0,0,919355.0,58121.0,389585.0,251583.0,829.0,472606.0,3.695,0.6457717827945121,80.01072764681662,84.3976360220872
157,Erie County,NY,2019-12-01,180193.07195944013,0,984.2603610839384,0,0,919355.0,58121.0,389585.0,251583.0,829.0,472606.0,3.72,0.6457717827945121,80.278930180483,84.313450753278
157,Erie County,NY,2020-01-01,180735.4698070968,0,986.0627129648,0,0,919355.0,58121.0,389585.0,251583.0,829.0,472606.0,3.624,0.6457717827945121,80.52057720091825,84.46784334344567
157,Erie County,NY,2020-02-01,181341.28408239945,0,995.7083356995556,0,0,919355.0,58121.0,389585.0,251583.0,829.0,472606.0,3.4650000000000003,0.6457717827945121,80.79047726633426,85.294104127265
157,Erie County,NY,2020-03-01,182141.2756019243,0,1003.1031343413056,0,0,919355.0,58121.0,389585.0,251583.0,829.0,472606.0,3.45,0.6457717827945121,81.14688643702297,85.92755541288314
157,Erie County,NY,2020-04-01,182996.600364072,0,1012.9668648008062,0,0,919355.0,58121.0,389585.0,251583.0,829.0,472606.0,3.306,0.6457717827945121,81.52794746292938,86.77249968293873
157,Erie County,NY,2020-05-01,183920.64728249423,0,1013.6618101727834,0,0,919355.0,58121.0,389585.0,251583.0,829.0,472606.0,3.2325,0.6457717827945121,81.9396253217996,86.83202990960748
157,Erie County,NY,2020-06-01,184972.78612757305,0,1020.78967562992,0,0,919355.0,58121.0,389585.0,251583.0,829.0,472606.0,3.1625,0.6457717827945121,82.40837020730368,87.44261523535855
157,Erie County,NY,2020-07-01,186274.77970836905,0,1024.184760005072,0,0,919355.0,58121.0,389585.0,251583.0,829.0,472606.0,3.016,0.6457717827945121,82.98842942174275,87.73344405523741
157,Erie County,NY,2020-08-01,187876.26528754947,0,1030.2493305987832,0,0,919355.0,58121.0,389585.0,251583.0,829.0,472606.0,2.935,0.6457717827945121,83.70191716906866,88.25294569759713
157,Erie County,NY,2020-09-01,190282.9858630593,0,1034.4381917207636,0,0,919355.0,58121.0,389585.0,251583.0,829.0,472606.0,2.89,0.6457717827945121,84.77415014087113,88.61177081124029
157,Erie County,NY,2020-10-01,193225.83345153963,0,1042.611732816454,0,0,919355.0,58121.0,389585.0,251583.0,829.0,472606.0,2.834,0.6457717827945121,86.08523637475581,89.31193052700132
157,Erie County,NY,2020-11-01,196670.1204477055,0,1046.8549594111826,0,0,919355.0,58121.0,389585.0,251583.0,829.0,472606.0,2.765,0.6457717827945121,87.61972198111134,89.67541268139354
157,Erie County,NY,2020-12-01,199649.999708135,0,1049.625279974972,0,0,919355.0,58121.0,389585.0,251583.0,829.0,472606.0,2.684,0.6457717827945121,88.94730642424763,89.91272314888877
157,Erie County,NY,2021-01-01,202112.8456425084,0,1055.6386663831004,0,0,949715.0,62578.0,403064.0,262725.0,893.0,491286.0,2.735,0.6518195621539011,90.0445441518743,90.42784026507925
157,Erie County,NY,2021-02-01,204485.7273727147,0,1065.3052146540672,0,0,949715.0,62578.0,403064.0,262725.0,893.0,491286.0,2.81,0.6518195621539011,91.10170137037521,91.25589356664754
157,Erie County,NY,2021-03-01,207025.6396656856,0,1073.9146647228104,0,0,949715.0,62578.0,403064.0,262725.0,893.0,491286.0,3.0825,0.6518195621539011,92.23327340816064,91.99339400157756
157,Erie County,NY,2021-04-01,210032.8442512696,0,1080.9835784260133,0,0,949715.0,62578.0,403064.0,262725.0,893.0,491286.0,3.06,0.6518195621539011,93.57303172594362,92.59892941777353
157,Erie County,NY,2021-05-01,213518.71781059363,0,1089.6979580335787,0,0,949715.0,62578.0,403064.0,262725.0,893.0,491286.0,2.9625,0.6518195621539011,95.12604481931025,93.34541829910845
157,Erie County,NY,2021-06-01,217676.1150276505,0,1100.474767761298,0,0,949715.0,62578.0,403064.0,262725.0,893.0,491286.0,2.975,0.6518195621539011,96.97823257154396,94.26857852396486
157,Erie County,NY,2021-07-01,221079.67949669657,0,1108.962423520083,0,0,949715.0,62578.0,403064.0,262725.0,893.0,491286.0,2.868,0.6518195621539011,98.49457563292883,94.99564584692502
157,Erie County,NY,2021-08-01,222956.0461194416,0,1119.9097914614265,0,0,949715.0,62578.0,403064.0,262725.0,893.0,491286.0,2.8425,0.6518195621539011,99.33052733441403,95.93341638437101
157,Erie County,NY,2021-09-01,222801.2167529268,0,1133.6586649185788,0,0,949715.0,62578.0,403064.0,262725.0,893.0,491286.0,2.9,0.6518195621539011,99.26154834554852,97.11116874642494
157,Erie County,NY,2021-10-01,222294.2864008945,0,1143.5025902529526,0,0,949715.0,62578.0,403064.0,262725.0,893.0,491286.0,3.0675,0.6518195621539011,99.03570266849425,97.95441647508959
157,Erie County,NY,2021-11-01,222137.8323803881,0,1152.9284417897295,0,0,949715.0,62578.0,403064.0,262725.0,893.0,491286.0,3.0675,0.6518195621539011,98.9659998699787,98.76185127666845
157,Erie County,NY,2021-12-01,222535.13253236387,0,1160.0956514605657,0,0,949715.0,62578.0,403064.0,262725.0,893.0,491286.0,3.098,0.6518195621539011,99.14300351842273,99.37580689604845
157,Erie County,NY,2022-01-01,224458.7360024981,0,1167.382371721598,0,0,951232.0,68014.0,406547.0,264980.0,984.0,490869.0,3.4450000000000003,0.6517819587895126,100.00000000000001,100.0
